Date,Employee_ID,Team,Tasks_Completed,Hours_Worked,Productivity_Score,Task_Type,Task_Priority,Overtime_Hours,Meeting_Hours
2022-11-25,E123,Team D,10,8.500512722654083,97.36,System Maintenance,High,0.66,3.59
2022-11-25,E124,Team B,9,6.500690086329257,72.26,User Support,Low,2.67,3.29
2022-11-25,E125,Team C,6,8.2900202435658,68.64,User Support,Low,0.52,0.21
2022-11-25,E126,Team D,7,7.33295609643452,68.13,Code Review,Medium,2.69,1.44
2022-11-25,E127,Team C,2,6.124499068423821,69.04,Bug Fix,Medium,0.82,0.49
2022-11-26,E123,Team D,8,7.6019250993992245,69.68,Deployment,Medium,1.33,3.25
2022-11-26,E124,Team B,8,8.362565854656076,61.7,Database Optimization,High,2.43,2.06
2022-11-26,E125,Team C,3,9.007688894474816,98.95,Feature Development,Low,0.01,3.16
2022-11-26,E126,Team D,6,7.5537873022157545,65.55,System Maintenance,High,0.95,2.29
2022-11-26,E127,Team C,8,9.537093166894492,82.82,System Maintenance,Low,2.4,2.27
2022-11-27,E123,Team D,6,7.048835815424525,92.72,User Support,Low,2.4,1.42
2022-11-27,E124,Team D,8,8.304979484618205,83.83,Testing,Medium,0.69,1.81
2022-11-27,E125,Team C,5,6.722657748446263,91.64,Documentation,Medium,2.23,0.74
2022-11-27,E126,Team A,4,6.376287692474641,67.28,User Support,Low,0.26,2.23
2022-11-27,E127,Team A,7,8.134073408903106,83.37,Deployment,Medium,0.82,0.06
2022-11-28,E123,Team D,10,9.108496955991562,60.56,Documentation,High,2.06,1.43
2022-11-28,E124,Team C,5,8.207387788147779,80.52,Testing,Low,1.11,3.66
2022-11-28,E125,Team B,8,9.763190973173607,72.07,Feature Development,Low,0.98,2.93
2022-11-28,E126,Team A,10,8.625701642341342,81.28,Database Optimization,Medium,0.86,2.81
2022-11-28,E127,Team C,10,7.37642534667833,91.0,Bug Fix,High,0.73,3.94
2022-11-29,E123,Team A,10,9.258775017204204,97.19,User Support,Medium,0.9,1.11
2022-11-29,E124,Team A,7,9.315133523343619,74.13,System Maintenance,Medium,1.03,1.92
2022-11-29,E125,Team B,6,7.938869571540344,66.84,Bug Fix,Low,0.77,3.65
2022-11-29,E126,Team D,1,8.508581938851812,94.05,Bug Fix,High,0.62,0.75
2022-11-29,E127,Team B,6,6.477104977081562,86.19,Feature Development,Medium,2.77,0.5
2022-11-30,E123,Team C,8,9.309367096864074,62.4,Database Optimization,High,0.43,3.24
2022-11-30,E124,Team A,3,9.181796836209688,69.64,Documentation,High,1.32,3.79
2022-11-30,E125,Team C,3,7.853254126165421,83.98,Documentation,High,1.22,0.36
2022-11-30,E126,Team B,5,8.005174323573467,99.94,Deployment,High,2.32,1.23
2022-11-30,E127,Team D,2,9.481445309418719,67.27,Bug Fix,High,2.11,3.89
2022-12-01,E123,Team A,5,7.275472139470016,72.47,Code Review,High,1.56,0.17
2022-12-01,E124,Team A,6,8.78498978248511,84.1,User Support,High,0.18,3.78
2022-12-01,E125,Team B,2,9.526603897701616,78.46,Feature Development,Medium,0.6,1.69
2022-12-01,E126,Team B,1,9.691742092534984,84.74,User Support,High,2.35,2.74
2022-12-01,E127,Team A,4,9.7447486587049,71.51,Feature Development,Low,2.52,2.28
2022-12-02,E123,Team D,7,8.801886450076635,64.88,System Maintenance,High,2.59,2.73
2022-12-02,E124,Team C,5,6.812263386939845,95.17,Database Optimization,High,1.59,1.13
2022-12-02,E125,Team D,5,6.743420854293689,93.46,Security Patching,Medium,0.38,1.43
2022-12-02,E126,Team C,2,6.459278012077775,76.96,Code Review,High,1.1,2.78
2022-12-02,E127,Team D,1,6.543986540406797,69.78,Code Review,High,2.68,2.9
2022-12-03,E123,Team B,5,9.121595526891609,99.52,Testing,Medium,1.86,1.6
2022-12-03,E124,Team C,10,8.374114475776954,95.74,Deployment,High,2.78,2.07
2022-12-03,E125,Team C,4,9.685571335133584,96.62,Feature Development,Medium,0.13,0.27
2022-12-03,E126,Team D,7,6.330341152244371,65.26,Documentation,High,1.56,1.08
2022-12-03,E127,Team A,8,9.159237411065439,80.55,Code Review,Low,1.24,3.47
2022-12-04,E123,Team D,1,8.816864107904982,68.42,Deployment,Medium,2.94,3.64
2022-12-04,E124,Team C,8,7.269710171975423,90.22,Security Patching,High,2.89,0.15
2022-12-04,E125,Team A,5,8.766539688451155,92.62,Documentation,High,1.95,1.79
2022-12-04,E126,Team C,3,8.131815965991377,76.87,Deployment,Low,2.79,2.36
2022-12-04,E127,Team A,9,6.882150257108105,79.16,Feature Development,Low,0.13,0.65
2022-12-05,E123,Team A,4,8.80868969230054,85.15,User Support,Medium,1.05,0.56
2022-12-05,E124,Team D,6,7.908166180934762,96.77,System Maintenance,High,1.08,1.36
2022-12-05,E125,Team B,4,6.058200982396826,73.57,Database Optimization,Low,1.13,0.98
2022-12-05,E126,Team C,6,7.152025747788597,69.73,Feature Development,High,2.83,3.24
2022-12-05,E127,Team C,2,9.80131873861055,98.71,Feature Development,Low,2.59,0.96
2022-12-06,E123,Team D,3,6.6788008016818985,74.81,Bug Fix,High,1.13,0.32
2022-12-06,E124,Team C,8,9.051693502687224,78.97,Bug Fix,High,1.4,1.69
2022-12-06,E125,Team C,4,7.1315718277652,77.87,Feature Development,Medium,0.98,0.32
2022-12-06,E126,Team D,6,8.689078934184252,67.67,Documentation,High,0.94,2.58
2022-12-06,E127,Team B,7,7.006886096246843,78.65,Documentation,High,0.84,3.02
2022-12-07,E123,Team C,1,9.417460443612994,63.71,Bug Fix,Low,2.39,0.36
2022-12-07,E124,Team A,1,6.777882146450057,61.51,Code Review,Low,1.98,3.3
2022-12-07,E125,Team B,6,9.262513494151502,60.39,User Support,Low,1.2,1.08
2022-12-07,E126,Team B,1,7.374048935234228,68.16,Deployment,Low,1.55,0.83
2022-12-07,E127,Team A,10,7.976750443955362,99.11,Database Optimization,High,2.12,0.39
2022-12-08,E123,Team C,1,7.927979634492267,77.79,Bug Fix,High,0.67,0.54
2022-12-08,E124,Team D,5,7.296361958948047,71.0,Documentation,High,0.53,2.15
2022-12-08,E125,Team B,6,9.674352055705526,80.45,Code Review,Medium,2.57,3.6
2022-12-08,E126,Team A,7,6.509665405317316,91.85,User Support,Low,0.91,2.89
2022-12-08,E127,Team C,9,9.877853505466044,70.31,Code Review,High,2.22,0.2
2022-12-09,E123,Team C,2,8.757158600863821,71.16,Code Review,High,1.43,3.38
2022-12-09,E124,Team D,9,7.398369535717219,82.75,Deployment,High,1.33,3.66
2022-12-09,E125,Team B,5,8.451340213487667,94.82,Documentation,Medium,0.97,2.54
2022-12-09,E126,Team A,6,8.714719730345283,63.0,Feature Development,Medium,1.32,3.46
2022-12-09,E127,Team D,10,6.169688270830789,73.2,Feature Development,Medium,1.17,1.33
2022-12-10,E123,Team C,1,9.675724939945198,63.09,Documentation,Medium,2.91,0.75
2022-12-10,E124,Team B,8,7.686620916754744,68.37,User Support,Low,2.58,0.09
2022-12-10,E125,Team B,5,9.188504070837599,77.84,Deployment,High,1.98,0.35
2022-12-10,E126,Team C,10,8.640142504039396,61.89,Deployment,Medium,2.18,2.84
2022-12-10,E127,Team D,5,7.968150286122727,92.16,Testing,High,0.53,1.98
2022-12-11,E123,Team A,9,7.321687329116475,63.96,Code Review,High,2.83,2.37
2022-12-11,E124,Team B,2,6.580888209333751,94.91,System Maintenance,Medium,0.86,2.14
2022-12-11,E125,Team B,5,6.783420882895879,99.96,Bug Fix,High,1.3,0.94
2022-12-11,E126,Team C,5,6.189332164198282,91.54,Testing,Medium,1.89,2.91
2022-12-11,E127,Team B,3,7.030621730367503,93.04,Security Patching,High,1.83,3.31
2022-12-12,E123,Team C,7,9.414497456519262,91.21,Security Patching,Medium,2.73,0.03
2022-12-12,E124,Team C,8,7.710682643848044,90.5,User Support,Medium,2.8,1.79
2022-12-12,E125,Team D,5,9.791019149183857,96.37,User Support,Low,2.65,1.39
2022-12-12,E126,Team B,6,7.930137688071397,60.93,Code Review,Low,0.19,3.08
2022-12-12,E127,Team D,3,9.810791097471089,62.25,Testing,High,0.27,0.5
2022-12-13,E123,Team B,6,6.01527421448978,71.63,Documentation,Low,0.81,1.44
2022-12-13,E124,Team B,3,7.551148088553367,75.84,Bug Fix,Medium,1.16,2.26
2022-12-13,E125,Team D,6,6.805403326050182,74.69,System Maintenance,Low,2.5,3.37
2022-12-13,E126,Team A,7,8.807679884446996,80.55,Code Review,Low,2.23,0.63
2022-12-13,E127,Team C,7,6.644416648663717,75.47,User Support,Medium,2.27,2.53
2022-12-14,E123,Team C,5,6.02457337620662,72.02,Database Optimization,Low,2.36,1.99
2022-12-14,E124,Team C,7,8.394872907416556,96.49,Security Patching,Low,0.4,0.67
2022-12-14,E125,Team C,10,8.148868525796239,89.77,Deployment,Low,2.14,0.89
2022-12-14,E126,Team D,3,8.474378579490612,76.46,Deployment,Low,0.77,1.45
2022-12-14,E127,Team D,10,8.529727272411609,94.51,Bug Fix,Medium,1.25,2.39
2022-12-15,E123,Team A,5,6.843534097440065,69.6,Database Optimization,Medium,2.34,2.53
2022-12-15,E124,Team A,7,6.836307576932738,97.31,System Maintenance,Low,0.14,3.21
2022-12-15,E125,Team C,5,7.57457525953968,83.09,User Support,Low,2.43,2.31
2022-12-15,E126,Team B,6,6.393246134880329,96.27,Bug Fix,High,2.75,0.77
2022-12-15,E127,Team D,10,8.251988558638315,68.87,Documentation,High,1.36,1.48
2022-12-16,E123,Team A,2,6.665615353982058,91.01,System Maintenance,Medium,2.42,1.47
2022-12-16,E124,Team B,3,8.832288602644306,69.03,Security Patching,Low,1.87,0.38
2022-12-16,E125,Team A,3,9.436483696887025,74.42,System Maintenance,High,1.85,0.04
2022-12-16,E126,Team B,1,7.467952855877655,87.31,Database Optimization,Low,2.38,3.94
2022-12-16,E127,Team A,9,6.814831976154881,70.59,Database Optimization,High,1.94,0.85
2022-12-17,E123,Team B,6,7.517737906190707,63.9,Testing,Low,2.96,2.45
2022-12-17,E124,Team B,6,9.473709977585521,60.11,Testing,High,0.52,0.54
2022-12-17,E125,Team D,7,7.752131960706818,91.37,Feature Development,Medium,2.57,0.18
2022-12-17,E126,Team D,7,7.722576264595849,65.32,Security Patching,Medium,1.6,1.21
2022-12-17,E127,Team A,6,7.9362819518440535,79.15,Code Review,Low,0.8,3.34
2022-12-18,E123,Team B,4,9.513870752628282,63.43,Security Patching,Medium,0.63,2.73
2022-12-18,E124,Team B,7,6.256017609837623,72.71,User Support,Medium,0.06,3.01
2022-12-18,E125,Team D,8,8.588783242964158,68.44,Deployment,Low,2.94,3.2
2022-12-18,E126,Team C,8,7.842904606513408,86.62,System Maintenance,Low,2.99,2.88
2022-12-18,E127,Team C,2,8.691412184994537,75.1,Security Patching,High,1.6,2.63
2022-12-19,E123,Team A,5,9.832134351308099,94.18,User Support,Low,0.07,0.1
2022-12-19,E124,Team A,9,7.871580506453249,88.34,System Maintenance,Medium,2.5,3.09
2022-12-19,E125,Team B,5,8.262674903613364,63.52,Deployment,Medium,1.85,1.51
2022-12-19,E126,Team A,5,7.813255413827332,72.62,Code Review,High,1.83,0.3
2022-12-19,E127,Team A,7,8.33298772495371,67.73,Feature Development,High,1.9,0.02
2022-12-20,E123,Team D,5,7.031582176344932,65.04,User Support,High,1.35,1.2
2022-12-20,E124,Team D,10,7.83407606000134,63.4,User Support,Medium,2.45,3.83
2022-12-20,E125,Team A,5,6.024059791603065,67.84,Feature Development,Medium,1.46,2.47
2022-12-20,E126,Team B,10,7.209249983705905,75.51,Feature Development,Low,2.67,2.29
2022-12-20,E127,Team A,10,9.196140808799033,73.56,Deployment,Low,2.45,0.1
2022-12-21,E123,Team A,10,9.741482437838904,72.71,System Maintenance,High,2.98,2.53
2022-12-21,E124,Team B,5,7.7576805190423235,63.61,Feature Development,High,0.06,1.51
2022-12-21,E125,Team C,10,9.871573906308804,90.75,Documentation,High,0.79,1.12
2022-12-21,E126,Team D,8,6.844339814379861,83.2,Deployment,Medium,1.03,0.71
2022-12-21,E127,Team C,10,6.140288022985926,93.11,Testing,Medium,1.59,2.84
2022-12-22,E123,Team A,10,6.960670597943427,89.33,User Support,Low,2.12,3.38
2022-12-22,E124,Team C,7,8.416136311673442,83.86,User Support,High,0.71,0.39
2022-12-22,E125,Team D,8,8.353662274715074,98.76,Database Optimization,High,1.35,3.95
2022-12-22,E126,Team A,1,6.568297968045008,74.66,Code Review,High,2.1,1.46
2022-12-22,E127,Team D,9,6.62496015709846,84.64,Documentation,High,1.57,2.9
2022-12-23,E123,Team C,1,7.793569855816315,96.86,User Support,Medium,2.2,1.8
2022-12-23,E124,Team A,9,8.782960316158372,68.65,Documentation,High,1.35,3.87
2022-12-23,E125,Team A,10,8.994784813403161,68.9,Feature Development,High,0.59,3.11
2022-12-23,E126,Team A,9,7.642022538649815,89.53,Testing,High,0.55,1.76
2022-12-23,E127,Team D,3,9.334084158867917,63.04,Security Patching,High,1.16,2.83
2022-12-24,E123,Team C,4,9.674748717350106,72.71,Bug Fix,High,1.8,1.75
2022-12-24,E124,Team D,6,6.553452063882061,66.45,Documentation,Low,0.94,3.75
2022-12-24,E125,Team D,4,8.988609822501335,72.59,System Maintenance,Medium,0.1,1.27
2022-12-24,E126,Team B,8,9.321664975694672,77.74,Feature Development,Low,1.17,2.46
2022-12-24,E127,Team A,5,8.284887572617126,85.51,User Support,Medium,0.95,3.46
2022-12-25,E123,Team C,6,9.85054920482132,99.43,Security Patching,Medium,2.79,3.18
2022-12-25,E124,Team A,6,7.567250856751254,80.06,Testing,Medium,2.39,3.92
2022-12-25,E125,Team B,3,7.225903953681177,64.46,User Support,High,1.35,1.3
2022-12-25,E126,Team C,2,9.797299181840721,79.57,System Maintenance,Medium,0.99,2.0
2022-12-25,E127,Team D,6,7.028155161249603,81.25,Testing,Low,1.07,3.3
2022-12-26,E123,Team B,8,9.491918506995258,97.0,Feature Development,High,2.1,3.22
2022-12-26,E124,Team D,2,6.349900532969972,83.93,User Support,High,0.52,0.41
2022-12-26,E125,Team A,1,7.6695836309806555,63.87,Documentation,Medium,1.25,0.8
2022-12-26,E126,Team C,5,8.986402113526461,95.41,Testing,Medium,0.47,1.01
2022-12-26,E127,Team B,10,9.591393461560108,99.78,System Maintenance,High,2.11,3.61
2022-12-27,E123,Team C,8,6.961023555006754,95.39,Testing,Medium,0.18,0.94
2022-12-27,E124,Team D,1,6.272757437234025,85.81,Bug Fix,Medium,2.16,1.5
2022-12-27,E125,Team B,7,6.42565917565403,66.8,Database Optimization,Low,2.31,0.62
2022-12-27,E126,Team B,3,7.443362449646989,76.74,Security Patching,Medium,0.53,2.08
2022-12-27,E127,Team A,8,7.977235640556243,97.34,Security Patching,High,2.23,3.43
2022-12-28,E123,Team A,2,6.580385140396702,62.38,Documentation,Medium,0.09,0.42
2022-12-28,E124,Team A,5,6.801347214806942,76.94,Documentation,High,1.6,3.38
2022-12-28,E125,Team A,2,7.296696443680398,77.58,System Maintenance,High,0.14,0.37
2022-12-28,E126,Team B,5,6.567196318848074,97.87,Database Optimization,High,2.81,0.9
2022-12-28,E127,Team B,2,9.902399523092345,79.22,Testing,Medium,2.3,2.49
2022-12-29,E123,Team C,1,8.141929469533276,74.97,Testing,Low,2.7,2.91
2022-12-29,E124,Team A,8,8.134897120622371,90.18,User Support,Medium,1.08,2.15
2022-12-29,E125,Team C,2,9.30631541266912,88.7,Code Review,High,1.24,3.23
2022-12-29,E126,Team B,1,9.855852203494216,80.78,Deployment,High,1.95,2.26
2022-12-29,E127,Team A,1,6.124325943295213,93.48,Bug Fix,Low,0.97,3.29
2022-12-30,E123,Team C,8,8.079992237577272,99.56,Documentation,Low,2.8,0.94
2022-12-30,E124,Team A,8,9.198953254661614,62.14,Documentation,High,0.97,0.55
2022-12-30,E125,Team D,8,8.275639234657381,75.38,Code Review,Low,2.53,2.32
2022-12-30,E126,Team C,3,6.6542893222370365,61.66,Security Patching,Medium,1.95,1.26
2022-12-30,E127,Team B,1,6.299132721289794,75.33,Bug Fix,Low,1.91,1.46
2022-12-31,E123,Team B,6,9.53104097322712,60.7,Code Review,High,2.12,1.47
2022-12-31,E124,Team B,3,6.525115277650711,72.18,Deployment,Low,1.18,0.86
2022-12-31,E125,Team A,2,6.855053215152517,76.7,Documentation,High,0.33,1.84
2022-12-31,E126,Team A,3,8.422051654902612,73.29,Documentation,Medium,1.86,1.61
2022-12-31,E127,Team D,5,8.490355518484932,99.81,Deployment,High,0.21,2.07
2023-01-01,E123,Team B,3,7.088865679636563,75.04,Bug Fix,High,0.12,0.21
2023-01-01,E124,Team B,5,7.912800009328812,82.18,Database Optimization,High,0.61,0.74
2023-01-01,E125,Team C,1,6.595538945936086,86.03,Deployment,Low,0.14,2.17
2023-01-01,E126,Team D,5,9.171853058086983,77.98,Database Optimization,High,1.85,1.24
2023-01-01,E127,Team C,2,9.037259982283729,69.5,Bug Fix,High,1.49,0.5
2023-01-02,E123,Team D,9,8.071605445379708,71.9,Database Optimization,Low,0.38,3.85
2023-01-02,E124,Team B,3,6.4987677641675825,60.78,Testing,Low,1.24,3.45
2023-01-02,E125,Team C,5,9.562021972064674,87.36,Code Review,Low,0.49,3.63
2023-01-02,E126,Team B,6,6.258024189050282,80.48,Security Patching,Low,0.6,2.0
2023-01-02,E127,Team D,7,8.70720386266991,84.79,Documentation,Low,2.61,0.99
2023-01-03,E123,Team D,9,7.752955146629283,79.78,Code Review,Medium,1.25,3.45
2023-01-03,E124,Team C,4,7.51995148073452,75.68,Feature Development,High,2.56,3.32
2023-01-03,E125,Team D,8,7.8752057315444866,86.25,User Support,Medium,0.69,1.94
2023-01-03,E126,Team C,2,9.232968636091112,93.01,User Support,High,1.54,0.65
2023-01-03,E127,Team B,7,8.253501511217717,73.06,Documentation,Medium,2.67,1.93
2023-01-04,E123,Team D,9,6.982863311211855,94.85,Code Review,Medium,0.2,0.4
2023-01-04,E124,Team C,1,6.837423724194951,75.61,Documentation,High,2.88,2.53
2023-01-04,E125,Team C,9,7.39172893886013,66.12,Code Review,Medium,1.99,0.06
2023-01-04,E126,Team C,1,9.85736349042386,74.32,User Support,Medium,0.83,1.89
2023-01-04,E127,Team C,10,7.865063103412555,72.81,Database Optimization,High,0.85,1.37
2023-01-05,E123,Team D,6,9.526307290454639,84.58,Deployment,Low,1.36,0.23
2023-01-05,E124,Team C,3,6.859841395805679,95.88,Security Patching,High,2.23,2.39
2023-01-05,E125,Team B,6,7.731328804304207,77.84,Database Optimization,Low,1.36,0.27
2023-01-05,E126,Team D,1,9.481026601019003,95.89,Testing,Medium,0.54,1.16
2023-01-05,E127,Team A,6,6.033657573149742,99.4,Feature Development,Low,0.0,2.61
2023-01-06,E123,Team A,10,6.615960201169156,94.94,Documentation,Medium,2.35,1.68
2023-01-06,E124,Team D,9,9.934668013045876,77.08,Deployment,Low,1.82,1.94
2023-01-06,E125,Team C,7,9.04218189028299,85.67,System Maintenance,Medium,1.69,1.49
2023-01-06,E126,Team D,1,7.5035559957527465,62.51,Code Review,Medium,0.19,3.95
2023-01-06,E127,Team D,6,9.378107236583585,65.51,Bug Fix,High,1.13,0.67
2023-01-07,E123,Team B,10,8.480550648536369,69.55,System Maintenance,Medium,1.87,3.53
2023-01-07,E124,Team C,6,8.413420562352847,60.48,User Support,High,1.24,2.68
2023-01-07,E125,Team C,5,9.46569538167166,82.31,Code Review,Low,2.64,0.21
2023-01-07,E126,Team C,2,6.882065309175005,63.24,Documentation,Medium,1.64,3.19
2023-01-07,E127,Team C,7,6.683740510522626,75.71,Code Review,Medium,0.24,3.05
2023-01-08,E123,Team A,5,7.494216345953777,84.76,Bug Fix,High,1.14,2.86
2023-01-08,E124,Team C,6,6.196932910755482,61.78,Code Review,High,1.08,1.88
2023-01-08,E125,Team B,10,8.485688060167005,98.61,Testing,Medium,1.57,2.33
2023-01-08,E126,Team D,10,7.561307959291225,97.49,Bug Fix,Low,0.05,0.28
2023-01-08,E127,Team C,6,6.022613222742924,80.59,Bug Fix,Medium,0.88,0.16
2023-01-09,E123,Team A,2,6.206104796159081,82.31,Database Optimization,High,0.69,3.5
2023-01-09,E124,Team C,5,9.93454748216398,90.87,User Support,Low,0.85,1.49
2023-01-09,E125,Team C,10,9.663563191178998,72.9,Bug Fix,High,1.49,0.03
2023-01-09,E126,Team B,8,8.724832375168237,72.49,Bug Fix,Low,1.86,1.82
2023-01-09,E127,Team A,4,8.673152709962078,72.06,Code Review,High,0.95,1.52
2023-01-10,E123,Team B,9,9.287929894982097,71.41,Database Optimization,High,0.84,3.15
2023-01-10,E124,Team B,4,9.600829191611892,74.86,Security Patching,Low,1.08,1.98
2023-01-10,E125,Team D,7,8.647833220513942,71.54,Deployment,Medium,1.49,1.83
2023-01-10,E126,Team C,1,8.300447894172866,64.73,Code Review,High,1.86,2.26
2023-01-10,E127,Team C,6,9.133236668710584,81.68,System Maintenance,Low,0.82,0.38
2023-01-11,E123,Team D,10,7.046408271973355,70.83,User Support,Medium,1.32,3.1
2023-01-11,E124,Team B,8,7.912336212910763,60.14,Code Review,High,1.56,3.16
2023-01-11,E125,Team B,9,7.174206006392172,99.16,Testing,High,1.41,0.56
2023-01-11,E126,Team A,7,8.397536137941126,79.4,Security Patching,High,0.61,2.79
2023-01-11,E127,Team C,6,7.846842586369926,94.67,Security Patching,Medium,2.7,1.8
2023-01-12,E123,Team C,8,6.643811855366875,91.91,Bug Fix,Low,0.81,2.22
2023-01-12,E124,Team B,10,9.632212880141719,86.45,System Maintenance,High,2.2,3.36
2023-01-12,E125,Team B,7,7.206763438006856,75.88,Security Patching,High,0.43,2.62
2023-01-12,E126,Team B,10,6.126007752073163,98.81,User Support,High,0.52,0.2
2023-01-12,E127,Team C,2,9.688346848571218,91.66,Documentation,High,1.79,2.15
2023-01-13,E123,Team A,5,9.050405102158035,94.32,Documentation,Medium,2.08,2.11
2023-01-13,E124,Team B,4,9.021139374115151,62.86,Feature Development,Low,0.07,2.21
2023-01-13,E125,Team A,9,6.741059880568048,88.61,Testing,High,1.18,0.18
2023-01-13,E126,Team D,4,7.7577709855125825,82.03,Database Optimization,Low,2.37,1.21
2023-01-13,E127,Team C,8,7.376849831118959,61.48,System Maintenance,High,0.88,1.2
2023-01-14,E123,Team C,2,9.027123686257877,76.73,Deployment,High,2.91,2.12
2023-01-14,E124,Team C,5,8.673387598614484,64.23,System Maintenance,Low,1.72,1.59
2023-01-14,E125,Team B,4,9.896972982793525,74.61,Code Review,Medium,0.44,2.73
2023-01-14,E126,Team A,3,8.397561579021573,65.42,Code Review,Low,1.48,3.95
2023-01-14,E127,Team C,3,6.334675656977344,93.57,Code Review,High,2.62,2.37
2023-01-15,E123,Team D,8,6.612675284104871,83.91,System Maintenance,High,0.67,2.48
2023-01-15,E124,Team A,5,9.420867310310147,80.07,Code Review,Low,0.14,3.54
2023-01-15,E125,Team B,9,6.664842381684576,86.21,Security Patching,Medium,2.9,1.54
2023-01-15,E126,Team B,4,7.317877170183442,66.6,Deployment,Low,2.56,0.7
2023-01-15,E127,Team C,10,8.607276082913831,79.65,Bug Fix,Low,1.38,3.86
2023-01-16,E123,Team B,6,8.275074159471798,98.88,Documentation,High,2.42,1.64
2023-01-16,E124,Team D,6,8.891613943024161,88.31,User Support,Medium,1.72,2.97
2023-01-16,E125,Team A,9,6.5712883775229995,79.14,Feature Development,High,1.46,1.36
2023-01-16,E126,Team A,1,6.2073125601514665,69.86,Testing,Low,1.84,2.51
2023-01-16,E127,Team A,10,9.039308334244314,92.28,Deployment,High,0.3,2.58
2023-01-17,E123,Team D,1,6.543107593511744,78.32,System Maintenance,High,1.66,1.41
2023-01-17,E124,Team C,10,7.3992568472477025,93.21,Security Patching,Medium,2.24,0.87
2023-01-17,E125,Team A,7,6.003997419605712,73.49,User Support,High,1.71,2.2
2023-01-17,E126,Team B,1,9.720744111929482,64.75,Security Patching,Medium,0.87,3.14
2023-01-17,E127,Team A,9,9.311861383174298,74.56,Security Patching,High,2.04,2.28
2023-01-18,E123,Team D,5,9.503010937726527,80.56,Bug Fix,High,1.33,2.49
2023-01-18,E124,Team C,5,8.06941078250367,86.16,Code Review,Low,1.24,1.22
2023-01-18,E125,Team D,4,9.63515921365088,73.18,Bug Fix,High,0.32,2.54
2023-01-18,E126,Team D,8,8.221714739005945,66.75,Security Patching,Medium,0.54,2.87
2023-01-18,E127,Team B,5,7.379293772537135,62.98,Testing,Low,1.93,3.37
2023-01-19,E123,Team C,6,9.774573132528978,85.99,User Support,Low,2.73,1.43
2023-01-19,E124,Team A,3,8.167654281125788,94.59,Bug Fix,High,0.55,3.11
2023-01-19,E125,Team A,10,9.554698180908652,64.76,Documentation,Medium,1.91,0.96
2023-01-19,E126,Team C,8,7.685958215896999,74.86,User Support,High,1.9,3.5
2023-01-19,E127,Team D,8,8.593668894916055,62.19,Database Optimization,Medium,2.77,1.29
2023-01-20,E123,Team D,8,8.12925429789421,80.92,Bug Fix,Medium,1.58,1.53
2023-01-20,E124,Team A,7,7.96939322236301,68.32,Database Optimization,Low,2.4,1.92
2023-01-20,E125,Team A,5,6.969138755846728,88.94,User Support,High,0.19,3.91
2023-01-20,E126,Team B,8,6.249044286796998,82.85,Security Patching,High,2.25,0.56
2023-01-20,E127,Team C,1,8.163665412191534,65.68,Bug Fix,Medium,2.69,2.95
2023-01-21,E123,Team B,5,8.198176046980546,86.49,User Support,Low,0.25,3.22
2023-01-21,E124,Team A,2,6.852071339161752,75.93,User Support,Low,2.11,2.04
2023-01-21,E125,Team C,5,9.534129798460437,72.06,Database Optimization,High,0.92,1.85
2023-01-21,E126,Team C,1,7.012023663738881,77.2,Database Optimization,Low,1.44,0.83
2023-01-21,E127,Team D,4,8.29648448429103,90.63,Deployment,High,0.78,3.58
2023-01-22,E123,Team C,3,9.842509247549748,89.01,Bug Fix,Low,0.9,0.59
2023-01-22,E124,Team A,2,9.787499810602206,73.78,Code Review,Medium,0.54,2.7
2023-01-22,E125,Team A,6,6.503528371235266,64.24,Feature Development,Medium,2.68,3.18
2023-01-22,E126,Team C,5,6.810519950298858,85.01,Feature Development,Low,1.77,0.14
2023-01-22,E127,Team C,1,7.3770553601044995,62.74,User Support,High,2.37,0.58
2023-01-23,E123,Team A,6,8.438774253475794,92.36,Feature Development,Low,2.2,0.79
2023-01-23,E124,Team A,6,8.92672129506974,79.87,Deployment,Medium,1.05,3.18
2023-01-23,E125,Team A,10,9.91100108308011,88.48,Feature Development,Low,0.63,2.83
2023-01-23,E126,Team B,8,9.410429976099833,68.1,User Support,High,2.83,2.93
2023-01-23,E127,Team B,3,8.838683011218677,86.02,Code Review,Medium,0.14,0.24
2023-01-24,E123,Team B,3,8.95006342104328,70.8,Documentation,Low,0.94,1.89
2023-01-24,E124,Team C,1,9.130567156325212,79.83,Security Patching,High,2.98,1.49
2023-01-24,E125,Team B,6,6.828562071722225,78.07,Documentation,High,0.74,0.82
2023-01-24,E126,Team A,2,9.61082328845513,87.63,Documentation,Low,0.61,0.06
2023-01-24,E127,Team B,3,7.308080042708884,79.0,Documentation,High,1.39,3.1
2023-01-25,E123,Team D,5,6.775971445835487,68.62,Feature Development,Low,2.6,2.41
2023-01-25,E124,Team B,7,9.952504223377058,78.25,User Support,Low,2.12,0.21
2023-01-25,E125,Team A,6,6.986637585791132,90.78,Feature Development,High,2.95,0.87
2023-01-25,E126,Team A,4,9.948521732687407,62.74,Code Review,Low,0.9,0.21
2023-01-25,E127,Team C,3,6.903530423837213,68.75,Deployment,Medium,2.93,2.41
2023-01-26,E123,Team A,7,7.635786318974072,73.6,Testing,Low,2.55,2.71
2023-01-26,E124,Team D,5,6.112972846954603,69.1,User Support,High,1.43,0.19
2023-01-26,E125,Team B,4,6.2106635335712035,99.93,Feature Development,High,1.23,3.47
